NUMBER OF SCRIPLESS SHARES BASED ON INVESTOR TYPE AND CLASSIFICATION;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;TOTAL SCRIPLESS
DATE;SHARE CODE;ISSUER NAME;BANK;GOVERNMENT;PRIVATE EQUITY;TRUSTEE BANK;VENTURE CAPITAL;PRIVATE BANK;EXCHANGE TRADED FUNDS;INVESTMENT MANAGER;INVESTMENT ADVISORS;BROKERAGE FIRMS;HEDGE FUND;SOVEREIGN WEALTH FUND;CAPITAL MARKET SUPPORTING INSTITUTIONS AND PROFESSIONS;COMMANDITAIRE VENNOOTSCHAP (CV) OR LIMITED PARTNERSHIP;FIRM;INVESTMENT FUND SELLING AGENT;PEER TO PEER LENDING;PERMANENT ESTABLISHMENT;SOLE PROPRIETORSHIP;CORPORATE;ASSOCIATION/SOCIAL ORGANIZATIONS;STATE OWNED ENTERPRISES;CENTRAL BANK;STATE OWNED COMPANY;DIOCESE;CONFERENCE;CONGREGATION;COOPERATIVES;INTERNATIONAL ORGANIZATION;POLITICAL PARTIES;PARTNERSHIP;EDUCATIONAL INSTITUTION;MUTUAL FUNDS (MF);SECURITIES COMPANY (SC);PENSION FUNDS (PF);FINANCIAL INSTITUTIONAL (IB);INSURANCE (IS);FOUNDATION (FD);INDIVIDUAL (ID);
31-Mar-2026;CLEO;SARIGUNA PRIMATIRTA Tbk;6,647,161;0;0;0;0;0;11,336,400;0;38,020,400;28;0;0;122,200;278,900;927,500,000;0;0;0;0;2,678,073,258;0;200;0;0;0;0;0;2,330,100;0;0;1,200,000;655,000;71,418,500;2,308,765;277,400;1,840,100;247,000;0;1,997,744,088;5,739,999,500
31-Mar-2026;CLPI;COLORPAK INDONESIA Tbk;354,500;0;0;74,000;0;0;0;1,690,300;38,900;0;0;0;90,100;0;0;0;0;0;0;157,224,200;0;0;0;0;0;0;0;0;0;0;0;0;560,400;50,700;0;0;0;50,100;124,145,300;284,278,500
31-Mar-2026;CMNP;CITRA MARGA NUSAPHALA PERSADA Tbk;1,013,842;0;131,000;0;0;3,975,788,815;1,021,250;70,000;275,660;51,063;0;265,950;224,845;0;0;0;0;0;28,782;334,102,106;0;0;0;0;0;0;0;0;0;0;131;0;35,294,130;11,081,367;296,686;68;0;812;2,284,799,065;6,644,445,572
31-Mar-2026;CMNT;CEMINDO GEMILANG Tbk;6,467,200;0;0;0;0;296,069,700;5,400,900;0;362,306,000;0;0;0;10,100;0;0;0;0;0;0;16,223,768,400;0;0;0;0;0;0;0;0;0;0;0;0;16,667,900;1,329,437;354,000;674,400;0;0;212,455,963;17,125,504,000
31-Mar-2026;CMPP;AIRASIA INDONESIA Tbk;0;0;0;0;0;0;0;0;38,000,000;0;0;0;7,097,200;2,719,200;5,287,000;0;0;0;0;10,064,091,300;0;0;0;0;0;0;0;0;0;0;0;0;0;401,123,100;0;0;0;100,000;165,568,641;10,683,986,441
31-Mar-2026;CMRY;CISARUA MOUNTAIN DAIRY Tbk;39,223,164;64,083,700;447,784,378;12,786,600;46,332,800;10,768,950;13,910,307;16,995,700;53,444,800;814,290;29,791,600;59,901,678;86,800;605,471;75,270;0;0;0;300;67,025,903;1,385,700;0;10,499,800;645,600;0;0;0;0;19,448,200;0;0;420,700;506,132,823;114,578,750;142,502,644;9,821,300;246,170,800;3,069,900;492,368,672;2,410,676,600
31-Mar-2026;CNKO;EXPLOITASI ENERGI INDONESIA Tbk;4,401,800;0;2,100;0;0;8,400,500;0;0;181,350;1,425;0;0;100,100;27,950;300,000;0;0;0;2,200,000;4,318,841,176;0;1,500;0;0;0;0;0;0;0;0;0;0;100,060,363;40,395,116;12,500,000;0;196,254;1,350,147;4,467,396,325;8,956,356,106
31-Mar-2026;CNMA;NUSANTARA SEJAHTERA RAYA Tbk;4,666,075;0;0;1,500,000;1,188,309,900;19,700,000;0;0;890,868,100;13;139,819,322;237,167,800;2,500,000;0;28,500;0;0;0;0;76,774,549,581;0;0;0;0;0;0;9,985,000;0;0;0;0;0;1,203,938,863;4,258,027;179,552,700;0;392,629,900;56,177,200;2,239,349,019;83,345,000,000
31-Mar-2026;CNTX;CENTEX Tbk SERI A PREFEREN;1,000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;38,797,054;0;0;0;0;0;0;0;0;0;0;0;0;0;1,000;0;0;0;0;2,723,946;41,523,000
31-Mar-2026;COAL;BLACK DIAMOND RESOURCES Tbk;43,955,700;0;0;0;0;0;0;0;60,988,400;0;0;0;1,589,100;900;843,600;0;0;0;100,000;148,214,900;2,500;0;0;0;0;0;0;0;0;0;0;0;0;1,641,900;0;0;0;1,200;5,742,661,800;6,000,000,000
31-Mar-2026;COCO;WAHANA INTERFOOD NUSANTARA Tbk;188,597,944;0;1,826,864,757;0;4,500,000;100,000;0;0;13,967,555;0;0;0;100;1,804,200;63;0;0;0;0;235,581,522;0;0;0;0;0;0;0;0;0;0;0;0;26,623,900;80,575,364;0;0;0;100,052;1,180,740,467;3,559,455,924
31-Mar-2026;COIN;INDOKRIPTO KOIN SEMESTA Tbk;20,162,300;0;0;0;202,800,000;178,882,000;1,471,300;34,000;9,848,950,400;0;0;0;99,000;679,600;0;0;0;0;3,000;2,234,169,300;0;0;0;0;0;0;0;0;0;0;0;0;12,952,200;1,877,500;0;0;0;0;2,203,801,800;14,705,882,400
31-Mar-2026;COWL;COWELL DEVELOPMENT Tbk;0;40,800;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1,094,511,039;0;3,575,333,804;0;147,493;0;0;0;0;0;0;0;0;0;0;125,615,659;40,840;2,231;0;10,000;0;75,512,155;4,871,214,021
31-Mar-2026;CPIN;CHAROEN POKPHAND INDONESIA Tbk;761,802,329;44,179,607;11,129,574;610,897,586;0;2,371,664,300;420,792,485;46,086,130;9,938,077;436;1,957,600;51,552,891;7,797,948;106,949;7,000;0;0;0;0;69,918,569;31,300;15,818,918;110,053,829;19,154,400;0;0;0;3,701,400;993,100;0;4,348,987;7,812,145;546,674,878;399,882,796;352,253,197;6,906,726;455,038,360;11,441,500;237,655,773;6,579,598,790
31-Mar-2026;CPRI;CAPRI NUSA SATU PROPERTI Tbk;6,331,911;0;0;0;0;0;0;11,748,200;0;890,000;0;0;100;85,000;0;0;0;0;0;0;0;10,808,557;0;0;0;0;0;51,300;0;0;0;0;53,925,108;124,293,700;2,163,624;0;0;5,100;473,077,358;683,379,958
31-Mar-2026;CPRO;CENTRAL PROTEINAPRIMA Tbk;3,153,773,700;0;48,272,390;0;0;4,452,797,716;0;970,000;163,283,800;30,063;0;0;2,858,628,513;4,036,900;3,873,000;0;0;0;1,290,800;27,228,411,990;0;1,500;0;0;0;0;0;135,000;0;0;17,397,100;0;225,331,700;5,468,915,250;250,000;0;48,171,500;27,002;15,821,667,426;59,497,265,350
31-Mar-2026;CRAB;TOBA SURIMI INDUSTRIES Tbk;0;0;0;0;0;0;0;0;2,601,400;0;0;0;100;0;0;0;0;0;114,920,000;124,751,700;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;147,726,800;390,000,000
31-Mar-2026;CRSN;CARSURIN Tbk;0;0;0;0;0;0;0;0;148,700,100;0;0;0;0;0;144,100,000;0;0;0;0;159,231,200;0;0;0;0;0;0;0;0;0;0;0;0;0;1,000;0;0;0;0;147,967,700;600,000,000
31-Mar-2026;CSAP;CATUR SENTOSA ADIPRANA Tbk;120;125,100;0;568,336,263;0;48,936,200;0;3,193,238;122,700;10;749,033,925;0;26,177;600;0;0;0;0;0;18,914,300;0;0;0;0;0;0;0;0;0;0;0;0;3,592,300;9,241,901;0;0;0;0;132,216,349;1,533,739,183
31-Mar-2026;CSIS;CAHAYASAKTI INVESTINDO SUKSES Tbk;52,500;0;350,232,000;0;0;0;0;0;18,291,400;0;0;0;100;0;0;0;0;0;200;1,193,364,559;0;3,800;0;0;0;0;0;0;0;0;0;0;0;34,920;0;0;0;0;267,820,521;1,829,800,000
31-Mar-2026;CSMI;CIPTA SELERA MURNI Tbk;5,400;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;27,753,100;0;0;0;0;0;0;0;0;0;0;0;0;120,401,900;0;0;0;0;0;209,701,100;357,861,500
31-Mar-2026;CSRA;CISADANE SAWIT RAYA Tbk;357,400;0;137,457,972;0;0;0;0;0;3,886,900;0;0;0;100;0;2,721,600;0;0;0;0;1,741,147,600;0;0;0;0;0;0;0;0;0;0;0;253,100;2,585,425;347,605;2,774,532;91,794;171,944;363,800;157,840,228;2,050,000,000
31-Mar-2026;CTBN;CITRA TUBINDO Tbk;14,290,300;0;0;0;0;0;0;0;6,200;0;0;0;200;0;654,029,420;0;0;0;0;130,154,810;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;713,760;799,194,690
31-Mar-2026;CTRA;CIPUTRA DEVELOPMENT Tbk;116,939,605;36,440,863;122,596;99,157,980;10,175,100;35,811,084;423,843,581;176,325,423;9,855,963;1,121;3,165,900;415,944,948;1,867,306;44,400;160,078;0;0;0;26,000;4,519,057,332;0;450,000;3,661,300;46,115,511;0;0;0;640;163,200;0;2,823,400;9,707,625;2,644,264,252;50,185,168;501,775,029;24,284,015;1,022,650,210;28,404,246;2,176,496,509;12,359,920,385
31-Mar-2026;CTTH;CITATAH  Tbk;2,849,225;52,725,864;64,800,681;0;0;0;0;0;0;17,000;0;0;100;0;0;0;0;0;0;78,737,430;0;0;0;0;0;0;0;0;0;0;0;0;0;116,529,469;0;0;0;0;527,046,945;842,706,714
31-Mar-2026;CUAN;PETRINDO JAYA KREASI Tbk;2,380,323,221;101,117,734;571,323;274,937,872;0;4,500,977,900;759,264,613;57,561,957;584,423,280;98,720,981;6,376,773;77,304,145;213,083,450;161,600;422,100;0;0;0;20,000;3,307,392,290;86,000;3,204,000;467,343,300;3,999,300;0;0;0;48,000;404,200;0;961,500;0;1,017,307,926;566,822,811;565,289,556;32,650,378;45,609,930;957,300;8,454,851,560;23,522,195,000
31-Mar-2026;CYBR;ITSEC ASIA Tbk;347,688,828;0;1,711,342,957;563,772,970;59,000;184,884,180;7,140,471;0;401,846,850;140,309;0;0;10,462,000;565,000;20,210,600;0;0;0;0;2,655,403,129;0;0;0;0;0;0;0;0;0;0;0;0;11,000,000;266,600,660;0;0;390,900;17,300;533,723,593;6,715,248,747
31-Mar-2026;DAAZ;DAAZ BARA LESTARI Tbk;2,434,900;0;156,970,000;0;0;3,453,100;0;50,000;276,000;0;0;0;0;627,600;0;0;0;0;0;62,266,600;0;0;0;0;0;0;0;0;0;0;0;0;100,000;973,400;0;0;0;0;72,848,400;300,000,000
31-Mar-2026;DADA;DIAMOND CITRA PROPERTINDO Tbk;954,500;0;0;0;0;0;0;0;3,650,200;0;0;0;100;2,500;1,140,000;0;0;0;208,200;1,607,729,100;0;0;0;0;0;0;0;0;0;0;0;0;0;89,000,001;0;0;0;28,505;5,693,817,694;7,396,530,800
31-Mar-2026;DART;DUTA ANGGADA REALTY Tbk;46,601,400;20;10,000;0;0;46,816,980;0;0;923,676;20;0;0;100;0;0;0;0;0;0;1,395,583,208;0;0;0;0;0;0;0;180;0;0;0;0;0;494,316;1,096,000;20,040;960;4,682,500;1,596,761,510;3,092,990,910
31-Mar-2026;DATA;REMALA ABADI Tbk;733,200;0;0;0;0;245,600;0;0;248,800;0;0;0;0;310,700;5,000;0;0;0;0;551,243,200;0;0;0;0;0;0;0;0;0;0;0;0;0;8,800;0;0;0;0;347,619,600;900,414,900
31-Mar-2026;DAYA;DUTA INTIDAYA Tbk;0;0;0;0;0;104,543,100;0;0;7,400;0;0;0;100;0;447,007,259;0;0;0;0;2,117,800;0;0;0;0;0;0;0;0;0;0;0;0;0;70,153,200;0;1,788,029,003;0;0;8,689,163;2,420,547,025
31-Mar-2026;DCII;DCI INDONESIA Tbk;0;0;210,000,000;0;74,531,600;5,500;500;0;80,257,800;0;0;0;1,900;0;0;0;0;0;0;66,922,450;0;0;0;0;0;0;0;0;0;0;0;0;1,600;700;0;0;146,450;0;275,333,161;707,201,661
31-Mar-2026;DEAL;DEWATA FREIGHTINTERNATIONAL Tbk;0;0;0;0;0;0;0;0;100;0;0;0;100;0;0;0;0;0;0;89,105,500;0;0;0;0;0;0;0;0;0;0;0;0;0;4,355,740;6,250,000;0;0;12,200;999,359,578;1,099,083,218
31-Mar-2026;DEFI;DANASUPRA ERAPACIFIC Tbk;0;6,597,938;0;0;0;0;0;99,417,000;0;0;0;0;0;0;0;0;0;0;0;198,379,563;0;0;0;0;0;0;0;0;0;0;0;125,000;0;7,161,401;0;66;166,834,540;0;54,764,392;533,279,900
31-Mar-2026;DEPO;CATURKARDA DEPO BANGUNAN Tbk;2,500;0;0;156,823,600;0;0;0;3,327,100;264,400;0;0;0;100;0;0;0;0;0;0;1,620,819,000;0;0;0;0;0;0;0;0;0;0;0;0;0;57,440,600;28,400;0;0;0;172,228,500;2,010,934,200
31-Mar-2026;DEWA;DARMA HENWA Tbk;395,548,101;8;3,908,705,844;19,157,300;15,000;139,246,900;137,655,600;2,601,005,200;637,529,100;620,068;0;580,900;67,937,020;3,437,700;3,183,800,566;1,000,000;0;0;1,791,000;9,172,132,699;0;2,200;891,000;0;0;2,250,000;0;11,502,500;0;0;7,498,400;0;1,308,645,945;3,996,424,951;247,240,008;6,798,500;127,312,900;29,699,809;14,679,005,025;40,687,434,244
31-Mar-2026;DEWI;DEWI SHRI FARMINDO Tbk;11,994,600;0;0;0;0;0;0;0;21,875,400;0;0;0;100;0;0;0;0;0;0;1,162,400;0;0;0;0;0;0;0;0;0;0;0;0;0;36,735,100;0;0;3,800,000;0;1,131,432,400;1,207,000,000
31-Mar-2026;DFAM;DAFAM PROPERTY INDONESIA Tbk;2,733,100;0;27,500;0;0;0;0;0;14,262,670;0;0;0;100;700,000;0;0;0;0;0;1,018,007,400;0;0;0;0;0;0;0;0;0;0;0;0;240,084,900;50;0;0;0;0;624,037,130;1,899,852,850
31-Mar-2026;DGIK;NUSA KONSTRUKSI ENJINIRING Tbk;1,360,500;0;560,509,100;3,000,000;198,834,400;2,772,000;0;0;9,046,100;0;0;0;200,100;0;7,225,000;0;0;0;0;3,535,282,400;0;100;0;0;0;0;0;0;0;0;0;0;0;536,959,300;0;0;0;0;530,976,000;5,386,165,000
31-Mar-2026;DGNS;DIAGNOS LABORATORIUM UTAMA Tbk;1,062,200;0;0;0;0;3,727,900;0;0;2,858,400;0;0;0;10,100;124,400;0;0;0;0;0;112,077,300;0;0;0;0;0;0;0;397,600;0;0;0;0;0;131,600;0;0;0;0;233,238,500;353,628,000
31-Mar-2026;DGWG;DELTA GIRI WACANA Tbk;7,275,400;0;17,259,100;0;0;0;0;0;24,181,300;0;0;0;0;5,895,300;0;0;0;0;0;585,128,600;0;0;0;0;0;0;0;0;0;0;0;0;0;737,021,200;0;0;0;0;2,020,298,000;3,397,058,900
31-Mar-2026;DIGI;ARKADIA DIGITAL MEDIA Tbk;0;0;0;0;800,000;0;0;0;584,817,300;0;0;0;100;0;0;0;0;0;0;3,454,200;0;0;0;0;0;0;0;0;0;0;0;0;0;185,000;0;0;0;8,700;1,035,734,700;1,625,000,000
31-Mar-2026;DILD;INTILAND DEVELOPMENT Tbk;15,216,211;12,374,900;13,500;0;0;198,347,800;15,438,700;0;826,695,346;100,051;0;2,115,400;1,557,730,178;0;6,100,000;400,000;0;0;0;1,360,895,130;0;0;0;360,000;0;0;0;3,262,680;0;0;13,210,100;0;191,674,619;2,062,285,613;18,085,381;1,887,400;28,082,800;300;3,911,149,384;10,225,425,493
31-Mar-2026;DIVA;DISTRIBUSI VOUCHER NUSANTARA Tbk;929,700;0;11,250,700;0;0;0;0;1,249,200;2,599,200;0;0;0;100;0;0;0;0;0;0;609,158,100;0;0;0;0;0;0;0;0;0;0;0;0;0;187,200;0;0;487,344,500;0;315,852,700;1,428,571,400
31-Mar-2026;DKFT;CENTRAL OMEGA RESOURCES Tbk;17,098,700;3,696,100;0;0;0;146,599,500;26,019,500;0;14,518,300;32;0;0;200,100;3,140,200;100;0;0;0;0;3,618,866,003;0;400;0;0;0;0;0;0;0;0;0;0;51,637,739;14,121,576;11,942,483;0;24,362,900;0;1,693,042,967;5,625,246,600
31-Mar-2026;DKHH;CIPTA SARANA MEDIKA Tbk;1,016,800;0;500;0;0;0;0;0;826,800;0;0;0;0;500;0;0;0;0;0;560,000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;50;527,748,251;530,152,901
31-Mar-2026;DLTA;DELTA DJAKARTA Tbk;264,100;0;12,150;130,800;0;0;0;2,783,900;4,950;600,000;0;0;350,100;0;1,000;0;0;0;0;3,374,600;0;0;0;0;0;0;0;0;0;0;0;0;46,764,950;3,334,600;74,800;0;0;82,000;62,668,200;120,446,150
31-Mar-2026;DMAS;PURADELTA LESTARI Tbk;43,863,128;878,600;1,180,500;0;9,500;5,400,000;22,494,800;12,644,800;21,568,800;150;0;2,493,800;3,552,200;0;11,800,000;0;0;0;487,700;245,192,345;0;853,927,400;0;28,217,100;0;0;0;122,500;0;0;0;0;411,585,200;34,782,761;44,293,316;3,906,600;347,969,600;22,323,900;6,421,116,400;8,539,811,100
31-Mar-2026;DMMX;DIGITAL MEDIATAMA MAXIMA Tbk;107,895;0;261,073,900;0;0;1,111,968,200;475,000;0;1,275,400;68;0;0;150;0;0;0;0;0;50,000;4,975,982,832;0;0;0;0;0;0;0;0;0;0;0;0;0;10,481,787;104,500;0;0;0;1,330,787,968;7,692,307,700
31-Mar-2026;DMND;DIAMOND FOOD INDONESIA Tbk;3,000;0;0;0;0;0;0;0;83,500;0;657,482,849;0;40,100;0;0;0;0;0;0;1,951,810,964;0;0;0;0;0;0;0;0;0;0;0;0;0;30,000;0;0;0;0;40,757,400;2,650,207,813
31-Mar-2026;DNAR;BANK OKE INDONESIA Tbk;353,611;0;100;0;0;6,731,871;0;0;630,664,123;0;0;0;300,100;0;0;0;0;0;0;1,716,500;0;0;0;0;0;0;0;0;0;0;0;0;0;1,768,533;0;4,923,693,929;0;77;800,683,027;6,365,911,871
31-Mar-2026;DNET;INDORITEL MAKMUR INTERNASIONAL Tbk;13,200;0;189,836,500;0;0;0;0;0;0;0;0;0;600;53,100;0;0;0;0;0;9,925,664,769;0;0;0;0;0;0;0;0;0;0;0;0;10,957,700;51,118,908;1,147,200;0;401,188,700;0;3,601,869,323;14,181,850,000
31-Mar-2026;DOID;BUMA INTERNASIONAL GRUP Tbk;600,474,815;688,900;2,924,535,000;0;0;348,914,615;26,718,700;30,000;5,087,897;187;29,012,147;1,026,000;433,084,100;455,300;0;0;0;0;0;372,512,990;0;0;0;0;0;0;189,400;0;0;0;0;0;149,792,557;305,643,091;75,392,274;3,356,000;18,671,100;89,200;2,354,332,859;7,650,007,132
31-Mar-2026;DOOH;ERA MEDIA SEJAHTERA Tbk;23,854,900;0;1,464,800;0;0;0;0;1,600,000;20,906,700;0;0;0;0;300,000;17,700;0;0;0;0;6,248,819,000;0;0;0;0;0;0;0;0;0;0;0;0;1,000,000;5,663,320;0;0;0;150,000;1,411,114,616;7,714,891,036
31-Mar-2026;DOSS;GLOBAL SUKSES DIGITAL Tbk;0;0;0;0;0;83,343,500;0;0;9,369,200;0;0;0;0;0;0;0;0;0;0;23,786,800;0;0;0;0;0;0;0;0;0;0;0;0;3,381,100;11,725,000;0;0;0;0;506,819,400;638,425,000
31-Mar-2026;DPNS;DUTA PERTIWI NUSANTARA;9,077;16;338;0;0;38,045,822;0;0;0;1,670;0;0;100;0;0;0;0;0;0;122,282,743;0;0;0;0;0;0;0;0;0;0;0;0;0;1,302,526;0;444;80;84;100,200,272;261,843,172
31-Mar-2026;DPUM;DUA PUTRA UTAMA MAKMUR Tbk;2,805,100;0;0;0;0;0;189,570,000;12,537,600;12,787,000;0;0;0;0;0;0;0;0;0;0;3,004,538,400;0;53,338,780;0;320,273,400;0;0;0;0;0;0;0;0;316,802;126,688,100;0;0;0;0;452,144,818;4,175,000,000
31-Mar-2026;DRMA;DHARMA POLIMETAL Tbk;31,988,481;1,130,400;10,000,000;3,500,000;10,300;10,659,500;1,718,200;2,052,200;120,400;28;0;0;38,785,900;0;0;0;0;0;0;2,965,010,900;0;0;0;0;0;0;0;0;0;0;0;0;360,245,900;985,823;111,431,268;0;3,449,700;0;1,044,793,300;4,585,882,300
31-Mar-2026;DSFI;DHARMA SAMUDERA FISHING INDUSTRIES Tbk;16,257,800;0;0;0;0;0;0;0;1,300,118,050;0;0;0;100;0;0;0;0;0;0;66,587,500;0;0;0;0;0;0;0;545,000;0;0;0;0;0;26,132,115;34,130,800;0;0;300;413,363,835;1,857,135,500
31-Mar-2026;DSNG;DHARMA SATYA NUSANTARA Tbk;46,892,706;14,794,688;1,043,500;21,329,100;0;45,405,500;102,980,964;121,920,000;9,841,775;77;5,046,000;37,984,111;104,253;6,650,000;238,301,919;0;0;0;0;4,993,767,231;0;0;4,839,400;6,081,000;0;0;0;0;0;0;12,178,763;0;284,161,650;503,284,956;107,493,407;1,184,900;69,824,900;0;1,443,574,100;8,078,684,900
31-Mar-2026;DSSA;DIAN SWASTATIKA SENTOSA Tbk;12,437,129;3,785,500;72,469,263;12,785,717;0;335,493,200;38,268,912;2,605,099;429,987,387;4,409,164;296,100;3,416,424;13,302,044;1,300;74,155,900;0;0;0;0;1,612,604,205;4,100;140,900;20,853,753;196,300;0;0;0;1,000;16,000;0;85,000;0;60,964,407;353,361,464;27,981,648;780,368;3,573,016;20,200;6,004,500;3,090,000,000
31-Mar-2026;DUCK;JAYA BERSAMA INDO Tbk;27,165,800;2,567,400;53;0;0;3,855,000;0;700,000;31,900;5,185,797;0;0;25,755,700;4,889,900;3,330,000;0;0;0;0;101,933,754;0;0;0;4,400;0;0;0;0;0;0;62,620,000;0;184,647,622;15,987,653;521,597;0;60,411,600;84,500;783,637,324;1,283,330,000
31-Mar-2026;DUTI;DUTA PERTIWI Tbk;383,250;33;0;0;0;766,400;0;387,800;2,050;0;0;0;510;0;2,100;0;0;0;0;260,878,267;0;0;0;0;0;0;0;0;0;0;0;0;2,376,800;29,958;0;0;0;0;5,986,275;270,813,443
31-Mar-2026;DVLA;DARYA - VARIA LABORATORIA Tbk;270,680;0;0;0;0;10,038,000;0;4,900;14,900;169,500;0;0;100;288,000;0;0;0;0;0;1,074,986,212;0;0;0;0;0;0;0;0;0;0;0;0;0;4,432,565;0;400,000;0;0;28,070,935;1,118,675,792
31-Mar-2026;DWGL;DWI GUNA LAKSANA Tbk;24,800;0;0;0;0;0;0;0;2,123,000;0;0;0;2,795,100;0;0;0;0;0;0;3,059,841,671;0;0;0;0;0;0;0;0;0;0;0;0;221,886,400;43;0;0;785,673,866;0;132,603,967;4,204,948,847
31-Mar-2026;DYAN;DYANDRA MEDIA INTERNATIONAL Tbk;19,874,800;0;0;0;0;0;0;100,000;14,219,500;100;0;0;200,100;0;0;0;0;0;0;2,296,061,469;0;0;0;0;0;0;0;7,480,800;0;0;0;0;52,225,400;298,372,800;0;0;15,404,900;0;1,227,767,071;3,931,706,940
31-Mar-2026;EAST;EASTPARC HOTEL Tbk;0;0;0;0;0;0;0;0;1,251,800;0;0;0;1,266,500;11,500;0;0;0;0;0;30,500;53,500;0;0;0;0;0;0;0;0;0;0;0;0;47,296,300;10,511,800;0;0;0;2,211,397,026;2,271,818,926
31-Mar-2026;ECII;ELECTRONIC CITY INDONESIA Tbk;11,611,000;0;0;189,900;0;0;0;7,000;695,500;0;0;0;100;0;0;0;0;0;0;173,181,995;0;0;0;0;0;0;0;0;0;0;0;0;20,799,000;400,764,605;0;0;5,347,500;0;71,119,400;683,716,000
31-Mar-2026;EDGE;INDOINTERNET Tbk;200;0;0;0;0;0;0;0;28,200;0;0;0;500;0;0;0;0;0;0;1,860,701,300;0;0;0;0;0;0;0;0;0;0;0;0;0;151,536,900;0;0;0;0;7,982,900;2,020,250,000
31-Mar-2026;EKAD;EKADHARMA INTERNATIONAL Tbk;4,433,205;0;0;0;0;0;0;8,615,000;237,700;0;0;0;241,000;0;0;0;0;0;399,900;2,874,313,800;1,500;0;0;0;0;0;0;0;0;0;0;0;202,000;120,630,495;0;0;0;275;452,808,850;3,461,883,725
31-Mar-2026;ELIT;DATA SINERGITAMA JAYA Tbk;9,464,100;0;2,870,000;0;0;0;0;0;20,612,500;0;0;0;100;0;0;0;0;0;0;451,587,820;0;0;0;0;0;0;0;0;0;0;0;0;275,000;36,437,101;0;0;0;0;520,392,544;1,041,639,165
31-Mar-2026;ELPI;PELAYARAN NASIONAL EKALYA PURNAMASARI Tbk;183,700;0;0;0;0;181,600,600;0;0;63,100;0;0;1,000,100;100;0;35,000,000;0;0;0;0;678,633,500;0;0;0;0;0;0;0;0;0;0;0;0;3,312,000;7,000;6,233,900;0;0;0;205,966,000;1,112,000,000
31-Mar-2026;ELSA;ELNUSA Tbk;93,166,115;79,106,973;1,747,305;27,275,105;0;15,186,327;198,430,154;9,974,000;42,735,223;41;0;163,900;1,670,200;1,481,100;100,000;0;0;0;20,000;51,050,290;6,396,400;3,729,781,100;0;23,669,700;0;1,000,000;0;1,820,200;0;0;26,478,500;0;702,994,688;110,068,447;116,506,453;5,364,200;129,116,100;400;1,917,474,579;7,292,777,500
31-Mar-2026;ELTY;BAKRIELAND DEVELOPMENT Tbk;109,000,443;0;1,095,188,896;2,950,000;100,000,000;1,597,116,953;411,816,900;12,605,000;75,574,000;1,836,064;0;0;261,341,960;9,274,686;202,000;5,000,000;0;0;137,500;6,641,219,526;300,000;300,000;0;2,350,500;0;0;0;1,010,000;0;0;2,600,000;47,500;3,910,807,175;323,807,089;154,318,286;0;2,346,610,877;5,530,384;25,651,651,280;42,722,597,019
31-Mar-2026;EMAS;MERDEKA GOLD RESOURCES Tbk;204,047,775;0;2,006,100;0;2,920,400;36,075,100;184,037,888;264,700;723,146,725;12,771,122;12,427,100;18,549,700;1,738,200;382,400;2,654,200;0;0;0;15,536,800;11,055,893,227;0;0;74,500;575,300;0;35,000;0;0;0;0;0;200;534,366,300;75,590,578;11,910,300;0;122,449,100;1,000;1,640,889,780;14,658,343,495
31-Mar-2026;EMDE;MEGAPOLITAN DEVELOPMENTS Tbk;231,147,000;0;0;0;0;0;0;0;3,815,900;0;0;0;200,100;0;0;0;0;0;0;31,418,700;0;0;0;0;0;0;0;3,604,000;0;0;0;0;51,130,800;790,300;0;0;0;0;790,874,880;1,112,981,680
31-Mar-2026;EMTK;ELANG MAHKOTA TEKNOLOGI Tbk;1,638,163,075;39,512,900;1,261,900;97,901,500;11,700;404,691,896;474,083,498;1,923,900;34,462,000;42,373;3,032,700;233,058,156;3,119,800;4,370,042;0;0;0;0;462,500;17,065,582,047;0;1,210,000;2,561,000;22,421,400;0;0;0;199,700;4,315,800;0;0;3,426,600;1,960,097,675;621,107,782;351,409,337;2,252,500;759,940,238;8,623,100;37,687,206,364;61,426,451,483
31-Mar-2026;ENAK;CHAMP RESTO INDONESIA Tbk;1,400;5,215,545;0;0;1,893,600;87,931,400;0;0;237,000;0;0;0;100;0;0;0;0;0;0;1,654,481,600;0;0;383,200;0;0;0;590,300;0;0;0;0;0;25,735,455;1,291,100;1,452,900;0;0;0;387,453,200;2,166,666,800
31-Mar-2026;ENRG;ENERGI MEGA PERSADA Tbk;100,600,290;19,101,500;27,646,614;106,790,625;31,250;49,258,325;523,891,555;822,080,050;211,667,310;31,417;3,664,600;62,849,128;25,882,572;18,542,350;4,964,500;0;0;52;0;13,106,744,383;0;62,500;2,332,000;1,363,500;0;1,500,000;0;50,158;166,700;0;4,615,946;0;315,463,340;8,416,895,606;102,216,928;7,287,300;211,309,801;1,004,465;2,197,622,962;26,345,637,727
