NUMBER OF SCRIPLESS SHARES BASED ON INVESTOR TYPE AND CLASSIFICATION;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;TOTAL SCRIPLESS
DATE;SHARE CODE;ISSUER NAME;BANK;GOVERNMENT;PRIVATE EQUITY;TRUSTEE BANK;VENTURE CAPITAL;PRIVATE BANK;EXCHANGE TRADED FUNDS;INVESTMENT MANAGER;INVESTMENT ADVISORS;BROKERAGE FIRMS;HEDGE FUND;SOVEREIGN WEALTH FUND;CAPITAL MARKET SUPPORTING INSTITUTIONS AND PROFESSIONS;COMMANDITAIRE VENNOOTSCHAP (CV) OR LIMITED PARTNERSHIP;FIRM;INVESTMENT FUND SELLING AGENT;PEER TO PEER LENDING;PERMANENT ESTABLISHMENT;SOLE PROPRIETORSHIP;CORPORATE;ASSOCIATION/SOCIAL ORGANIZATIONS;STATE OWNED ENTERPRISES;CENTRAL BANK;STATE OWNED COMPANY;DIOCESE;CONFERENCE;CONGREGATION;COOPERATIVES;INTERNATIONAL ORGANIZATION;POLITICAL PARTIES;PARTNERSHIP;EDUCATIONAL INSTITUTION;MUTUAL FUNDS (MF);SECURITIES COMPANY (SC);PENSION FUNDS (PF);FINANCIAL INSTITUTIONAL (IB);INSURANCE (IS);FOUNDATION (FD);INDIVIDUAL (ID);
31-Mar-2026;KARW;MERATUS JASA PRIMA Tbk;400;0;0;0;0;0;0;0;0;0;0;0;100;0;0;0;0;0;0;455,398,800;0;0;0;0;0;0;0;0;0;0;0;0;0;759,200;0;0;0;0;129,651,500;585,810,000
31-Mar-2026;KAYU;DARMI BERSAUDARA Tbk;3,524,100;0;5,762,220;0;0;0;0;0;18,969,000;39,800;0;0;26,949,400;0;0;0;0;0;0;249,942,859;0;0;0;0;0;0;0;1,259,700;0;0;0;0;0;4,800;0;0;0;0;358,548,121;665,000,000
31-Mar-2026;KBAG;KARYA BERSAMA ANUGERAH Tbk;63,000;0;0;0;0;0;0;0;0;0;0;0;4,000,100;0;0;0;0;1,000,000;0;4,281,768,600;0;300,000;0;0;0;0;0;145,000;0;0;0;0;0;15,100;0;0;0;98,200;2,862,612,603;7,150,002,603
31-Mar-2026;KBLI;KMI Wire and Cable Tbk;235,692,525;0;28,500;0;0;1,000,000;0;0;198,004;65,415;8,698,000;0;250,200;0;0;0;0;0;0;2,037,612,802;0;0;0;105,000;0;0;0;1,510,600;0;0;0;0;1,267,039,590;1,141,158;33,298,213;97,000;38,244,100;13,369,400;323,573,880;3,961,924,387
31-Mar-2026;KBLM;KABELINDO MURNI Tbk;30,240,100;0;0;0;0;0;0;0;31,300;39,500;0;0;100;0;0;0;0;0;0;864,801,000;0;0;0;0;0;0;0;0;0;0;0;0;0;73,869,200;0;4,000;250,500;0;73,929,120;1,043,164,820
31-Mar-2026;KBLV;FIRST MEDIA Tbk;2,608,000;0;0;0;0;200,000;0;0;687,372,423;0;0;0;100;0;50,000;0;0;0;80;54,586,784;0;0;0;0;0;0;0;30,800;0;0;0;0;0;1,367;0;0;0;0;837,042,140;1,581,891,694
31-Mar-2026;KBRI;KERTAS BASUKI RACHMAT INDONESIA Tbk;150,000;6,537,394,329;20,962,607;0;4,200,000;2,900,000;0;30,673,288;34,104,000;0;0;0;0;0;0;0;0;0;0;57,156,686;0;0;0;0;0;0;0;0;0;0;0;0;114,665,600;9,208,171;116,650,000;0;4,971,078;0;1,579,249,075;8,512,284,834
31-Mar-2026;KDSI;KEDAWUNG SETIA INDUSTRIAL Tbk;305,200;0;0;0;0;0;0;440,000;700;0;0;0;400;0;0;0;0;0;0;1,361,063,700;0;0;0;0;0;0;0;0;0;0;0;0;0;218,000;0;0;0;0;246,028,800;1,608,056,800
31-Mar-2026;KDTN;PURI SENTUL PERMAI Tbk;1,422,400;0;0;0;0;0;0;0;2,720,200;0;0;0;100;0;0;0;0;0;0;84,383,300;0;0;0;0;0;0;0;0;0;0;0;0;0;1,758,190;0;0;0;0;159,739,108;250,023,298
31-Mar-2026;KEEN;KENCANA ENERGI LESTARI Tbk;5,947,800;0;12,287,733;0;0;0;67,700;0;4,104,400;0;0;0;50,100;39,900;200,000;0;0;0;1,500;1,280,530,911;0;916,578,300;0;0;0;0;0;0;0;0;0;0;420,000;1,641,400;0;0;0;0;1,444,442,756;3,666,312,500
31-Mar-2026;KEJU;MULIA BOGA RAYA Tbk;21,750;0;0;0;0;0;0;0;593,900;0;0;0;375;716,100;0;0;0;0;0;1,643,224,375;0;0;0;0;0;0;0;0;0;0;0;0;773,000;1,362,500;0;0;0;450;281,665,299;1,928,357,749
31-Mar-2026;KETR;KETROSDEN TRIASMITRA Tbk;42,380,300;0;590,000;0;0;11,500,000;0;100,000;26,078,100;0;0;0;100;573,000;0;0;0;0;0;530,563,883;0;0;0;0;0;0;0;0;0;0;0;0;842,800;14,735,000;0;0;0;0;607,733,724;1,235,096,907
31-Mar-2026;KIAS;KERAMIKA INDONESIA ASSOSIASI Tbk;13,000;0;10,000;0;0;0;0;0;3,500;2,500;0;0;100;0;0;0;0;0;0;265,823,300;0;0;0;0;0;0;0;0;0;0;0;0;0;950,281;0;0;42,000;104,100;624,115,886;891,064,667
31-Mar-2026;KICI;KEDAUNG INDAH CAN Tbk;4,740;0;0;0;0;1,714,000;0;0;600;0;0;0;100;100,300;0;0;0;0;0;7,347,000;0;0;0;0;0;0;0;0;0;0;0;0;168,360;571,528;0;0;600;40;48,612,460;58,519,728
31-Mar-2026;KIJA;KAWASAN INDUSTRI JABABEKA Tbk;2,774,689,920;24,797,714;11,564,070;2,447,037;0;890,810,235;136,180,027;84,918;80,362,954;5,138;0;260,637,700;8,131,128;1,000;1,100,433;0;0;0;523;1,644,882,527;0;94,198,100;7,760,200;1,029,138;0;0;0;2,359;0;0;21,565,326;0;2,522,865,508;378,621,786;590,948,560;6,507,782;27,788,733;168,077,617;5,688,460,358;15,343,520,791
31-Mar-2026;KING;HOFFMEN CLEANINDO Tbk;225,500;0;0;0;0;0;0;0;1,087,800;0;0;0;100;143,000,000;107,000,000;0;0;0;0;128,707,600;0;0;0;0;0;0;0;0;0;0;0;0;0;60;0;0;0;0;142,831,110;522,852,170
31-Mar-2026;KINO;KINO INDONESIA Tbk;494,656;0;0;0;0;125,000;56,300;0;23,200;96;0;0;25,700;0;0;0;0;0;0;1,212,213,000;0;0;0;0;0;0;0;0;0;0;0;0;0;50,861,524;0;0;0;0;164,772,024;1,428,571,500
31-Mar-2026;KIOS;KIOSON KOMERSIAL INDONESIA Tbk;4,254,900;0;20,000,000;0;0;746,550;0;0;192,000;400,000;0;0;235,000;0;0;0;0;0;0;478,872,424;0;0;0;0;0;0;0;0;0;0;0;0;67,028,600;8,320,450;0;0;38,187,900;0;457,625,136;1,075,862,960
31-Mar-2026;KJEN;KRIDA JARINGAN NUSANTARA Tbk;1,011,700;0;0;0;0;0;0;0;122,600;0;0;0;300;20,000;0;0;0;0;0;242,400;0;0;0;0;0;0;0;0;0;0;0;0;29,615,300;3,200;0;0;0;0;141,734,500;172,750,000
31-Mar-2026;KKES;KUSUMA KEMINDO SENTOSA Tbk;0;0;0;0;0;0;0;0;0;0;0;0;300,100;4,000,000;0;0;0;0;0;5,153,600;0;0;0;0;0;0;0;0;0;0;0;0;0;360,000;0;0;0;0;710,186,300;720,000,000
31-Mar-2026;KKGI;RESOURCE ALAM INDONESIA Tbk;12,122,575;0;0;0;1,391,585,329;0;0;6,063,000;5,731,021;517,907;0;0;229,146;0;260,424,775;0;0;0;0;2,579,258,864;0;0;0;0;0;0;0;0;0;0;4,646,224;548,583;4,132,186;17,231,295;6,385,962;207,200;0;600;612,037,906;4,901,122,573
31-Mar-2026;KLAS;PELAYARAN KURNIA LAUTAN SEMESTA Tbk;1,109,586;0;0;0;0;0;0;0;33,730,888;64;0;0;30,000;2,000,000;30,000;0;0;0;0;10,242,657;0;0;0;0;0;0;0;0;0;0;0;0;0;357;0;0;0;83;981,855,675;1,028,999,310
31-Mar-2026;KLBF;KALBE FARMA Tbk;375,863,220;74,194,394;3,033,130;360,259,498;106,000;189,711,737;749,772,587;50,873,106;549,601,113;80,648,890;130,122,504;673,784,346;87,619,438;397,600;1,066,000;0;0;0;141,900;30,441,428,448;0;199,494,885;45,301,400;126,090,800;930,000;0;925,000;40,456,022;7,838,500;0;8,998,761;23,977,962;5,205,631,442;476,493,246;1,708,436,991;97,375,858;2,916,837,758;67,517,930;2,045,975,534;46,740,906,000
31-Mar-2026;KLIN;KLINKO KARYA IMAJI Tbk;0;0;0;0;0;0;0;0;1,077,500;0;0;0;100;0;0;0;0;0;0;1,184,361,000;0;0;0;0;0;0;0;0;0;0;0;0;0;350;0;0;0;0;122,091,380;1,307,530,330
31-Mar-2026;KMDS;KURNIAMITRA DUTA SENTOSA Tbk;348,100;0;0;0;0;0;0;0;229,000;2,116,900;0;0;100;0;0;0;0;0;0;605,679,711;0;0;0;0;0;0;0;0;0;0;0;0;0;20,000;0;0;0;0;191,606,189;800,000,000
31-Mar-2026;KMTR;KIRANA MEGATARA Tbk;365,965,600;0;0;0;0;169,492,900;0;0;192,200;97;0;0;200,100;0;0;0;0;0;0;7,599,765,161;0;0;0;0;0;0;0;0;0;0;0;0;0;250,003;0;0;500,000;0;79,000,318;8,215,366,379
31-Mar-2026;KOBX;KOBEXINDO TRACTORS Tbk;0;0;0;0;0;0;0;0;3,901,000;0;0;0;100;0;0;0;0;0;0;2,145,408,700;0;0;0;0;0;0;0;0;0;0;0;0;1,571,400;791,500;200,000;0;21,331,600;0;99,295,700;2,272,500,000
31-Mar-2026;KOCI;KOKOH EXA NUSANTARA Tbk;927,600;0;0;0;0;0;0;0;11,803,900;0;0;0;0;0;0;0;0;0;0;8,942,100;0;0;0;0;0;0;0;0;0;0;0;0;0;403,200;0;0;0;0;918,846,966;940,923,766
31-Mar-2026;KOIN;KOKOH INTI AREBAMA Tbk;0;0;0;0;0;0;0;0;0;0;0;0;100;0;988,600;0;0;0;0;80,075;0;0;0;0;0;0;0;0;0;0;0;0;6,999,641;5,155;0;0;9;25;83,933,639;92,007,244
31-Mar-2026;KOKA;KOKA INDONESIA Tbk;1,262,500;0;0;0;0;0;0;0;12,703,400;0;0;0;0;1,680,000;0;0;0;0;0;26,173,700;0;0;0;0;0;0;0;0;0;0;0;0;0;6,309,700;0;0;0;33;727,205,827;775,335,160
31-Mar-2026;KONI;PERDANA BANGUN PUSAKA Tbk;0;0;0;0;0;0;0;0;26,500;3,000;0;0;100;0;0;0;0;0;0;50,000;0;0;0;0;0;0;0;0;0;0;0;0;0;33,000;0;0;12,460,000;0;192,541,400;205,114,000
31-Mar-2026;KOPI;MITRA ENERGI PERSADA Tbk;0;35;30,000,000;0;0;0;0;5;364,205;0;0;0;400;0;0;0;0;0;0;557,549,881;0;52,295,001;0;0;0;0;0;0;0;0;500;0;0;2,435;0;0;0;0;55,581,613;695,794,075
31-Mar-2026;KOTA;DMS PROPERTINDO Tbk;2,726,800;0;110,225,775;0;0;0;0;0;65,357,000;100;0;0;500,100;1,300;0;0;0;0;0;6,282,051,269;0;0;0;0;0;0;0;0;0;0;0;0;570,200,000;375,200,361;516,763,000;0;0;0;2,623,159,996;10,546,185,701
31-Mar-2026;KPIG;MNC LAND Tbk;57,487,200;55,011,400;2,479,555,241;524,541,200;190,656,700;17,000,000;1,221,156,419;220,000,000;18,611,401,956;100;15,374,500;214,761,836;538,354,100;562,100;0;0;0;0;12,411,778,375;27,176,574,158;0;0;0;0;0;0;0;0;1,000,000;0;19,256,488,450;0;1,450,309,400;9,134,723,522;350,449,186;12,444,200;237,294,100;1,470;5,680,633,650;99,857,559,263
31-Mar-2026;KRAS;KRAKATAU STEEL Tbk;31,082,660;7,391,900;10,061,700;1,319,600;0;41,871,568;107,333,622;42,654,416;15,944,652;91,945;0;0;4,824,450;5,542,549;166,300;0;0;0;0;273,665,447;0;305,163,700;0;11,200;0;0;0;181,600;0;0;0;0;22,124,146;251,096,014;156,029,330;1,351,800;50,364,569;6,719,024;2,419,562,040;3,754,554,232
31-Mar-2026;KREN;QUANTUM CLOVERA INVESTAMA Tbk;4,101;0;4,360,000;0;0;31,660,000;0;4,222,300;33,078,400;59;0;0;1,910,100;3,647,900;934,921,300;0;0;0;0;1,750,767,816;0;0;0;17,500;0;0;0;0;0;0;0;0;0;2,186,040;1,192,500;0;2,568,845,400;1,071,700;10,471,584,650;15,809,469,766
31-Mar-2026;KRYA;BANGUN KARYA PERKASA JAYA Tbk;2,184,300;0;0;0;0;0;0;0;7,729,000;0;0;0;100;0;148,783,400;0;0;162,207,800;0;62,229,200;0;0;0;0;0;0;0;500,000;0;0;0;0;0;1,224,005;0;0;0;0;1,079,085,669;1,463,943,474
31-Mar-2026;KSIX;KENTANIX SUPRA INTERNATIONAL Tbk;300;0;0;0;0;0;0;0;805,000;0;0;0;0;0;0;0;0;0;0;2,058,213,100;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;78,813,400;2,137,831,800
31-Mar-2026;KUAS;ACE OLDFIELDS Tbk;2,901,700;0;0;0;0;0;0;0;0;0;0;0;100;0;0;7,700,000;0;0;0;2,013,500;0;0;0;0;0;0;0;0;0;0;0;0;0;91,070;0;0;0;0;377,531,240;390,237,610
31-Mar-2026;LABA;GREEN POWER GROUP Tbk;563,800;0;4,493,100;0;0;0;0;0;599,522;0;0;0;100;0;0;0;0;0;0;412,270,400;0;0;0;0;0;0;0;600;0;0;0;0;0;0;0;0;0;200,000;685,275,031;1,103,402,553
31-Mar-2026;LABS;UBC MEDICAL INDONESIA Tbk;0;0;117,646,900;0;0;0;0;0;821,800;0;0;0;0;48,497,900;0;0;0;0;0;234,267,400;0;0;0;0;0;0;0;0;0;0;0;0;0;1,500;0;0;0;0;429,336,100;830,571,600
31-Mar-2026;LAJU;JASA BERDIKARI LOGISTICS Tbk;10,035,100;0;0;0;0;400,000;0;0;88,300;0;0;0;100;0;0;0;0;0;0;1,050,000;0;0;0;0;0;0;0;0;0;0;0;0;0;12,520;0;0;0;400;688,516,554;700,102,974
31-Mar-2026;LAND;TRIMITRA PROPERTINDO Tbk;2,853,600;0;100;0;0;215,000;0;0;13,884,100;0;0;0;100;0;0;0;0;0;0;133,185,500;0;0;0;0;0;0;0;0;0;0;0;0;0;200,000;0;0;0;200;753,961,400;904,300,000
31-Mar-2026;LAPD;LEYAND INTERNATIONAL Tbk;134,800;0;100;0;0;0;0;0;22,223,000;0;0;0;0;500,000;0;0;0;0;0;2,123,821,619;0;0;0;0;0;0;0;900,000;0;0;0;0;0;16,129,500;0;100;0;0;1,802,641,020;3,966,350,139
31-Mar-2026;LCGP;EUREKA PRIMA JAKARTA Tbk;251,878,909;85,772,998;23,249,754;7;0;0;244,200,900;34,101,929;582,269;0;0;0;2,558,273;228,957;180,764;0;0;0;0;593,703,358;0;370,093,277;0;257,053,100;0;0;0;155,358,481;0;0;0;0;1,538,368,160;165,497,225;326,747,410;65,000,000;292,087,817;243,630,723;979,706,603;5,630,000,914
31-Mar-2026;LCKM;LCK GLOBAL KEDATON Tbk;320,000;0;627,808,000;0;300;0;0;0;160,100;0;0;0;548,100;0;0;0;0;0;0;241,384,500;0;0;0;0;0;0;0;0;0;0;0;0;0;405,000;30,000;0;0;0;129,344,000;1,000,000,000
31-Mar-2026;LEAD;LOGINDO SAMUDRAMAKMUR Tbk;12,229,500;0;405,000,000;0;0;0;0;5,567,729;15,150,486;57;0;0;1,822,557;3,500;0;0;0;0;0;1,416,621,800;0;0;0;0;0;0;0;0;0;0;0;0;0;1,918,461;1,135,000;0;0;0;2,553,148,238;4,412,597,328
31-Mar-2026;LFLO;IMAGO MULIA PERSADA Tbk;0;0;0;0;0;0;0;0;29,100;0;0;0;100;60,743,900;0;0;0;0;0;121,300,100;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;425,661,737;607,734,937
31-Mar-2026;LIFE;MSIG LIFE INSURANCE INDONESIA Tbk;429,300;0;102,024;0;0;1,000,000;0;0;300;0;0;0;100;0;0;0;1,932,876;0;0;359,728,899;0;0;0;0;0;0;0;0;0;0;0;0;1,217,900;2,348,700;0;0;1,732,356,901;0;883,000;2,100,000,000
31-Mar-2026;LINK;LINK NET Tbk;36,692,569;0;0;0;0;200,000;0;136,203,259;828,470;84;0;0;1,986,525,227;0;0;0;0;0;0;659,668,703;0;0;0;0;0;0;0;0;0;0;100;0;31,129,354;147,028;0;0;0;0;11,800,690;2,863,195,484
31-Mar-2026;LION;LION METAL WORKS Tbk;0;0;0;0;0;24,000,000;0;0;264,400;0;0;0;100;0;0;0;0;0;0;32,700,000;0;0;0;0;0;0;0;0;0;0;0;0;0;1,500;0;0;0;0;59,276,500;116,242,500
31-Mar-2026;LIVE;HOMECO VICTORIA MAKMUR Tbk;344,600;0;32,100;0;0;0;0;0;952,300;0;0;0;0;56,451,900;0;0;0;0;0;3,651,368,310;0;0;0;0;0;0;0;0;0;0;0;0;14,550,800;37,315,100;0;0;0;0;831,989,904;4,593,005,014
31-Mar-2026;LMAS;LIMAS INDONESIA MAKMUR Tbk;0;0;0;0;0;70,000;0;0;0;3,500;0;0;0;0;0;0;0;0;0;4,705,700;0;0;0;0;0;0;0;0;0;0;0;0;0;14,362,299;0;0;0;0;768,709,676;787,851,175
31-Mar-2026;LMAX;LUPROMAX PELUMAS INDONESIA Tbk;300;0;0;0;0;0;0;0;0;0;0;0;0;64,400;0;0;0;0;0;200,000;0;0;0;0;0;0;0;0;0;0;0;0;0;50;0;0;0;0;194,744,025;195,008,775
31-Mar-2026;LMPI;LANGGENG MAKMUR INDUSTRI Tbk;0;57,901,002;0;0;0;0;0;0;0;15,674;0;0;100;0;0;0;0;0;0;139,719,291;0;0;0;0;0;0;0;0;0;0;0;0;0;4,479,578;15,800;0;0;40;367,467,675;569,599,160
31-Mar-2026;LMSH;LIONMESH PRIMA Tbk;0;0;0;0;0;60,000;0;0;0;0;0;0;100;0;0;0;0;0;0;4,700,000;0;0;0;0;0;0;0;0;0;0;0;0;0;85,000;0;4,000;0;0;36,170,400;41,019,500
31-Mar-2026;LOPI;LOGISTICSPLUS INTERNATIONAL Tbk;0;0;0;0;738,449,600;4,536,800;0;0;918,700;0;0;0;0;0;0;0;0;0;0;972,700;0;0;0;0;0;0;0;0;0;0;0;0;0;10,096,900;0;0;0;0;345,036,589;1,100,011,289
31-Mar-2026;LPCK;LIPPO CIKARANG Tbk;8,233,399;0;12,000;0;0;900,000;19,400;2,231,900;3,429,400;43,221;0;0;309,055;0;0;0;0;0;0;207,296,194;0;0;0;0;0;0;0;1,290,400;0;0;55,500;0;1,567,700;8,098,640;153,000;0;1,534,400;0;423,828,601;659,002,810
31-Mar-2026;LPGI;LIPPO GENERAL INSURANCE Tbk;776,000;0;0;0;0;953,200;0;0;61,900;0;0;0;1,000;0;0;0;0;0;0;690,648,600;0;0;0;0;0;0;0;0;0;0;0;0;0;20,124,100;0;0;2,230,927,000;0;55,958,200;2,999,450,000
31-Mar-2026;LPIN;MULTI PRIMA SEJAHTERA Tbk;0;0;0;0;0;0;0;0;1,038,800;0;0;0;100;0;1,300;0;0;0;0;347,248,900;0;0;0;0;0;0;0;0;0;0;0;0;0;104,500;0;0;0;0;73,758,400;422,152,000
31-Mar-2026;LPKR;LIPPO KARAWACI Tbk;4,432,623,191;39,195,670;1,701,396,515;110,165,000;9,035;623,434,143;85,552,971;1,236,200,000;1,848,746,583;355,514;0;3,082,530;581,614,430;18,300,100;7,371,500,000;0;0;0;0;37,288,035,015;0;0;0;0;0;0;0;60,000;0;0;0;0;2,134,142,318;1,194,118,774;286,918,648;1,642,435,150;232,001,470;10,332,500;9,025,968,214;69,866,187,771
31-Mar-2026;LPLI;STAR PACIFIC Tbk;1,600,485;0;500;12,500;0;824,999;0;520,560;47,535,162;76,577;0;0;1,335,360;0;125,000;0;0;0;0;834,095,211;0;7,000;0;0;0;0;0;0;0;0;0;0;2,846,000;4,111,803;125,025;699,506;125;55;274,968,458;1,168,884,326
31-Mar-2026;LPPF;MATAHARI DEPARTMENT STORE Tbk;25,241,477;0;300,117,600;1,332,000;200,000,000;18,417,400;5,242,000;441,500;102,185,318;32,732;0;1,081,114;131,178;3,045,711;0;0;0;0;0;1,093,879,827;0;520,000;0;2,301,200;0;0;0;0;0;0;1,991,500;0;87,012,626;62,060,988;27,054,872;351,520;1,296,000;2,426,620;321,908,373;2,258,071,556
31-Mar-2026;LPPS;LENOX PASIFIK INVESTAMA Tbk;85,475,302;0;301,500;210,000;0;1,057,500;0;1,030,000;57,455,300;8,475;0;0;1,179,105;0;125,000;0;0;0;5,000;1,818,105,232;0;0;0;0;0;0;0;0;0;0;0;0;0;6,797,789;0;67,000;0;250;609,765,336;2,581,582,789
31-Mar-2026;LRNA;EKA SARI LORENA TRANSPORT Tbk;0;0;0;0;0;0;0;0;0;0;0;0;100;0;0;0;0;0;0;71,284,300;0;0;0;0;0;0;0;0;0;0;0;0;0;624,600;0;0;0;0;78,091,022;150,000,022
31-Mar-2026;LSIP;PP LONDON SUMATRA INDONESIA Tbk;107,119,713;22,685,223;3,678,100;22,996,066;0;3,502,200;11,874,123;3,177,100;37,164,465;13,837;6,297,000;1,154,663;2,371,157;330,300;480,000;0;0;0;0;103,183,287;0;232,574,500;923,502;131,000;0;0;0;0;5,169,800;0;3,478,131;0;418,075,898;36,765,941;230,736,247;2,979,900;398,651,700;24,478,700;1,080,324,357;2,760,316,910
31-Mar-2026;LTLS;LAUTAN LUAS Tbk;1,899,300;80,800;75,588,400;0;0;160,000;0;1,894,600;85,111,800;104,400;0;40,000;387,400;0;0;0;0;0;0;546,308,900;0;0;0;0;0;0;0;0;0;0;19,078,600;0;1,419,400;1,528,238;653,472;280,000;206,300;1,000;236,662,190;971,404,800
31-Mar-2026;LUCK;SENTRAL MITRA INFORMATIKA Tbk;1,001,600;0;0;0;0;0;0;0;713,900;0;0;0;13,649,600;0;0;0;0;106,889,040;0;1,439,700;0;1,300;0;0;0;0;0;0;0;0;0;0;0;1,979,400;0;0;0;0;590,075,100;715,749,640
31-Mar-2026;LUCY;LIMA DUA LIMA TIGA Tbk;2,917,000;0;0;0;0;0;0;0;4,575,400;0;0;0;100;0;0;0;0;0;0;921,773,542;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;585,507,851;1,514,773,893
31-Mar-2026;MABA;MARGA ABHINAYA ABADI Tbk;481,405,156;2,554,310,600;53,978,000;0;100;0;0;82,369,800;101,547,816;18,500;0;0;0;1,931,938;0;0;0;0;0;3,492,199,827;0;574,796,426;0;15,200;0;0;0;0;0;0;0;0;3,681,123,790;143,439,120;10,177,044;19,900,000;161,598,801;287,894;4,006,019,900;15,365,119,912
31-Mar-2026;MAGP;MULTI AGRO GEMILANG PLANTATION Tbk;0;100,000;1,960,000;0;0;0;0;56,752,000;4,595,500;510,923;0;0;845,500;0;0;0;0;0;0;6,084,950,500;0;0;0;0;0;0;0;0;0;0;0;0;50,000,000;5,745,745;633,218,000;0;5,248,000;202,100;2,155,871,736;9,000,000,004
31-Mar-2026;MAHA;MANDIRI HERINDO ADIPERKASA Tbk;6,789,600;0;0;4,177,500;0;0;0;0;18,130,800;0;0;0;0;1,755,500;0;0;0;0;0;395,159,000;0;0;0;0;0;0;0;750,000;0;0;703,884;0;38,911,300;2,586,483;24,083,033;0;0;0;3,672,952,900;4,166,000,000
31-Mar-2026;MAIN;MALINDO FEEDMILL Tbk;19,419,932;1,592,700;29,000;0;0;86,113,728;13,400;25,567,563;4,102,000;98;0;0;239,200;0;0;0;0;0;0;1,457,535,048;0;0;475,400;0;0;0;0;0;0;0;0;0;19,981,537;87,737,414;9,446,797;0;1,463,800;100,000;524,932,383;2,238,750,000
31-Mar-2026;MANG;MANGGUNG POLAHRAYA Tbk;253,600;0;0;0;0;0;0;0;9,606,200;0;0;0;0;0;0;0;0;0;0;41,359,100;0;0;0;0;0;0;0;0;0;0;0;0;0;60;500,000;0;0;0;3,500,851,622;3,552,570,582
31-Mar-2026;MAPA;MAP AKTIF ADIPERKASA Tbk;228,584,014;542,600;76,938,780;218,769,300;225,622,800;104,241,300;161,709,169;176,626,900;321,103,706;22,654,168;1,279,351,626;217,559,045;3,429,370;5,730,800;0;0;0;0;0;101,057,650;0;0;1,293,400;36,004,800;0;0;0;0;166,700;0;0;34,677,987;3,355,791,011;95,339,640;584,708,483;4,252,400;1,076,884,200;21,802,900;534,166,451;8,889,009,200
31-Mar-2026;MAPB;MAP BOGA ADIPERKASA Tbk;362,000;0;480,933,733;0;0;0;0;144,500;22,238,767;0;0;0;100;0;0;0;0;0;0;108,608,100;0;0;0;0;0;0;0;0;0;0;0;0;0;76,362,500;0;0;0;0;8,073,200;696,722,900
31-Mar-2026;MAPI;MITRA ADIPERKASA Tbk;158,007,112;26,024,043;33,632,300;99,095,056;0;275,622,300;371,873,798;72,773,621;178,809,287;19,770,679;200,506,415;258,591,840;75,215,800;4,265,500;0;0;0;0;2,400;8,566,158,500;0;0;1,523,000;59,783,500;0;0;0;0;125,400;0;0;7,749,141;3,432,953,504;63,270,533;730,905,497;11,344,100;1,603,141,700;42,577,300;306,277,674;16,600,000,000
31-Mar-2026;MARI;MAHAKA RADIO INTEGRA Tbk;526,300;0;0;0;0;1,750,000;0;0;25,200;0;0;0;100;118,383;12,379,193;0;0;0;0;3,055,381,405;0;0;0;40,000;0;0;0;0;0;0;0;0;8,962,423;302,667;445,500;48,518,800;124,131;388,275;2,123,681,623;5,252,644,000
31-Mar-2026;MARK;MARK DYNAMICS INDONESIA Tbk;29,028,030;0;1,538,122,870;0;0;3,102,100;410,000;2,712,500;15,354,000;6;0;0;181,325,500;67,500;0;0;0;0;0;11,253,386;0;100;0;0;0;0;0;0;0;0;0;0;8,065,800;21,682,664;400,000;0;0;0;539,635,671;2,351,160,127
31-Mar-2026;MASB;BANK MULTIARTA SENTOSA Tbk;300;0;0;0;0;0;0;0;0;0;0;0;9,400;0;0;0;0;0;0;267,169,100;0;0;0;0;0;0;0;0;0;0;0;0;0;63,257,000;0;0;0;0;48,224,963;378,660,763
31-Mar-2026;MAXI;MAXINDO KARYA ANUGERAH Tbk;63,000;0;921,555,420;0;0;0;0;0;688,573,800;0;0;0;0;0;0;0;0;0;0;6,116,609,300;0;0;0;0;0;0;0;0;0;0;0;0;0;4,436,700;0;0;0;0;1,878,861,761;9,610,099,981
31-Mar-2026;MAYA;BANK MAYAPADA INTERNASIONAL Tbk;1,107,942;121;6,100;0;0;0;7,576,248;0;3,039,800;78;0;2,117,226;1,200,000,100;0;0;0;0;0;0;2,971,776,989;0;0;0;0;0;0;0;0;0;0;0;0;37,656,868;3,195,535;1,131,976;3,731,396;2,244,483,678;0;2,567,314,151;9,043,138,208
31-Mar-2026;MBAP;MITRABARA ADIPERDANA Tbk;50,731,901;0;0;0;0;0;0;0;78,000;95;0;0;100;0;0;0;0;0;110,454,460;368,470,400;0;0;0;0;0;0;21,314;4,300;0;0;0;7,000;926,895;5,786;448,313;0;102,500;73,896;70,038,300;601,363,260
31-Mar-2026;MBMA;MERDEKA BATTERY MATERIALS Tbk;439,416,781;5,414,600;20,052,700;0;1,086,500;92,509,400;448,169,120;825,900;4,555,736,800;229,616;0;843,600;62,439,000;1,303,500;4,515,700;900,000;0;0;0;75,772,095,813;0;0;2,682,700;20,269,800;0;725,000;0;670,500;0;0;549,200;0;1,410,110,439;179,651,481;246,030,550;1,159,481,178;1,095,542,200;44,906,700;14,280,201,122;99,846,359,900
